amount,method,bank,device,failure_reason,previous_success_rate,previous_failures,customer_age_days,action,recovered
13344,netbanking,NONE,android,authentication_failed,0.9139939680026472,2,466,RETRY_NOW,0
17295,card,NONE,ios,bank_timeout,0.2838606796179942,1,560,RETRY_NOW,0
41942,netbanking,NONE,web,insufficient_funds,0.6292967222839669,3,365,RETRY_NOW,0
2639,card,NONE,web,authentication_failed,0.7618989920848327,0,229,ALTERNATE_METHOD,0
10991,upi,AXIS,android,insufficient_funds,0.9883362800009734,4,742,RETRY_NOW,0
31721,wallet,NONE,android,network_error,0.2690546187889316,1,583,RETRY_NOW,0
14407,card,NONE,web,insufficient_funds,0.8521156779406276,4,219,DELAYED_RETRY,0
18301,upi,HDFC,android,network_error,0.6270493714066758,1,863,RETRY_NOW,0
35052,card,NONE,web,network_error,0.3893148383055211,3,88,ALTERNATE_METHOD,0
32918,netbanking,NONE,web,bank_timeout,0.9208307981872186,0,963,NO_ACTION,0
35913,wallet,NONE,ios,network_error,0.3476095964789693,4,311,ALTERNATE_METHOD,0
20122,upi,SBI,web,authentication_failed,0.7676541731184487,4,353,DELAYED_RETRY,1
23974,netbanking,NONE,android,insufficient_funds,0.8352029913639141,2,943,RETRY_NOW,1
19516,wallet,NONE,android,authentication_failed,0.9656240840345283,0,322,DELAYED_RETRY,1
12313,wallet,NONE,android,insufficient_funds,0.3199333025147597,2,763,ALTERNATE_METHOD,0
24201,card,NONE,android,bank_timeout,0.30016211911069385,0,898,ALTERNATE_METHOD,1
31347,card,NONE,ios,network_error,0.2486530494798398,0,429,NO_ACTION,1
11363,upi,ICICI,ios,bank_timeout,0.4509581104559221,0,169,DELAYED_RETRY,0
10026,wallet,NONE,ios,authentication_failed,0.5403592932414536,3,735,NO_ACTION,0
4908,upi,AXIS,web,bank_timeout,0.7678448711231922,1,175,ALTERNATE_METHOD,0
37403,wallet,NONE,android,insufficient_funds,0.7117314134318735,0,572,ALTERNATE_METHOD,1
48037,card,NONE,ios,authentication_failed,0.43650718807747246,2,412,RETRY_NOW,1
36736,upi,ICICI,android,network_error,0.679676529808126,4,117,ALTERNATE_METHOD,1
13490,wallet,NONE,ios,network_error,0.21257600824275988,4,855,DELAYED_RETRY,0
23151,card,NONE,ios,insufficient_funds,0.256078639087431,3,6,RETRY_NOW,0
29942,upi,HDFC,android,insufficient_funds,0.9246176766284211,2,855,DELAYED_RETRY,1
30473,wallet,NONE,ios,network_error,0.905878089471803,3,281,NO_ACTION,0
47854,upi,AXIS,web,network_error,0.761498683563449,3,509,DELAYED_RETRY,1
37739,netbanking,NONE,ios,insufficient_funds,0.5276169178081513,1,692,RETRY_NOW,0
24327,upi,ICICI,android,authentication_failed,0.256527034139509,3,953,DELAYED_RETRY,1
30189,upi,SBI,ios,bank_timeout,0.924368751494814,3,965,ALTERNATE_METHOD,1
35671,wallet,NONE,android,bank_timeout,0.594303343635267,3,931,ALTERNATE_METHOD,0
7213,netbanking,NONE,web,network_error,0.5949753635696844,1,365,RETRY_NOW,1
45880,netbanking,NONE,ios,authentication_failed,0.40790370115984553,2,252,DELAYED_RETRY,0
31413,card,NONE,ios,insufficient_funds,0.6908474438492112,2,429,ALTERNATE_METHOD,0
30367,netbanking,NONE,ios,bank_timeout,0.845706262969339,2,813,NO_ACTION,0
22354,upi,HDFC,web,network_error,0.24578112592917487,2,871,ALTERNATE_METHOD,1
28331,netbanking,NONE,web,insufficient_funds,0.945231464126026,3,389,NO_ACTION,0
23683,card,NONE,web,bank_timeout,0.6252031876022748,4,761,NO_ACTION,0
11818,upi,AXIS,web,network_error,0.38015722258019746,2,34,DELAYED_RETRY,1
45956,netbanking,NONE,web,network_error,0.24802905040188694,2,486,NO_ACTION,0
27099,netbanking,NONE,android,bank_timeout,0.3880776922166018,3,83,RETRY_NOW,0
1751,card,NONE,web,authentication_failed,0.4763548875684113,3,256,DELAYED_RETRY,0
19066,card,NONE,ios,insufficient_funds,0.981017280349632,3,648,NO_ACTION,0
12969,netbanking,NONE,android,network_error,0.8591336222619914,0,716,DELAYED_RETRY,1
45562,card,NONE,web,network_error,0.4253086346827655,1,384,RETRY_NOW,0
21543,netbanking,NONE,android,insufficient_funds,0.8342919896819769,1,96,RETRY_NOW,1
48216,netbanking,NONE,web,network_error,0.2027539991555278,0,601,DELAYED_RETRY,1
41943,wallet,NONE,android,insufficient_funds,0.7058230138748194,4,637,NO_ACTION,0
47304,netbanking,NONE,ios,insufficient_funds,0.7604897789106533,0,139,NO_ACTION,1
24037,netbanking,NONE,android,network_error,0.483252689434867,1,325,DELAYED_RETRY,1
30619,netbanking,NONE,android,network_error,0.550412141006465,3,464,NO_ACTION,1
23174,netbanking,NONE,ios,bank_timeout,0.9239347362754136,0,274,RETRY_NOW,1
35491,wallet,NONE,web,bank_timeout,0.4049048727696922,3,245,NO_ACTION,0
41966,wallet,NONE,ios,insufficient_funds,0.37926607326240264,0,549,NO_ACTION,0
21874,wallet,NONE,ios,authentication_failed,0.2189641943197989,4,350,ALTERNATE_METHOD,0
34177,netbanking,NONE,android,authentication_failed,0.4950001716044963,1,860,DELAYED_RETRY,0
245,upi,ICICI,web,insufficient_funds,0.9593057223333317,2,527,RETRY_NOW,0
44226,netbanking,NONE,web,bank_timeout,0.9879233993079299,0,436,DELAYED_RETRY,1
49359,netbanking,NONE,android,bank_timeout,0.6164591498518635,3,265,RETRY_NOW,1
29570,netbanking,NONE,web,authentication_failed,0.7872456834641601,1,301,DELAYED_RETRY,1
21816,upi,ICICI,web,insufficient_funds,0.6409316811789221,0,30,NO_ACTION,0
34889,upi,ICICI,web,insufficient_funds,0.2601908062015304,1,345,RETRY_NOW,1
28630,card,NONE,ios,insufficient_funds,0.4801721041052076,0,302,RETRY_NOW,1
41132,upi,ICICI,web,insufficient_funds,0.5384843850210639,4,708,NO_ACTION,0
38821,upi,ICICI,web,authentication_failed,0.9499524231899545,1,806,DELAYED_RETRY,1
18084,wallet,NONE,ios,bank_timeout,0.4708357181067772,4,151,ALTERNATE_METHOD,1
43573,netbanking,NONE,ios,network_error,0.958375652435598,2,356,RETRY_NOW,1
42082,card,NONE,web,network_error,0.7198397015029943,2,881,DELAYED_RETRY,1
18902,card,NONE,ios,insufficient_funds,0.38334792874222823,3,528,NO_ACTION,0
46195,wallet,NONE,web,bank_timeout,0.5887185855910559,4,810,RETRY_NOW,0
32715,wallet,NONE,ios,network_error,0.6467593605439912,0,144,ALTERNATE_METHOD,1
20956,wallet,NONE,ios,bank_timeout,0.7769654244264537,2,75,RETRY_NOW,1
18257,netbanking,NONE,web,bank_timeout,0.5464756036162721,1,189,RETRY_NOW,0
2046,card,NONE,web,bank_timeout,0.23361487301308773,1,12,NO_ACTION,1
34672,card,NONE,ios,authentication_failed,0.6873970483006224,1,980,RETRY_NOW,0
13959,netbanking,NONE,android,authentication_failed,0.41418977501965176,1,875,ALTERNATE_METHOD,1
28260,wallet,NONE,ios,network_error,0.9076557964612333,1,272,RETRY_NOW,0
8006,netbanking,NONE,ios,insufficient_funds,0.9351931072772921,0,906,ALTERNATE_METHOD,1
12840,card,NONE,ios,insufficient_funds,0.7256592722153699,1,338,DELAYED_RETRY,1
34871,wallet,NONE,web,bank_timeout,0.23143826658304284,1,702,ALTERNATE_METHOD,1
9465,card,NONE,android,insufficient_funds,0.39034916193503044,3,322,ALTERNATE_METHOD,0
6894,netbanking,NONE,web,network_error,0.8326849421494833,4,151,RETRY_NOW,0
7299,wallet,NONE,ios,insufficient_funds,0.28042524062897534,3,316,ALTERNATE_METHOD,0
21971,wallet,NONE,ios,insufficient_funds,0.8641792778283535,4,558,ALTERNATE_METHOD,0
34624,wallet,NONE,android,bank_timeout,0.6823170715571256,3,84,DELAYED_RETRY,0
15877,netbanking,NONE,android,insufficient_funds,0.2641537291559235,1,114,ALTERNATE_METHOD,0
23649,upi,HDFC,ios,bank_timeout,0.9955441433602166,1,638,ALTERNATE_METHOD,1
17125,netbanking,NONE,android,authentication_failed,0.5974209404701822,3,256,ALTERNATE_METHOD,1
38818,netbanking,NONE,web,network_error,0.2999231557017339,0,456,NO_ACTION,0
46976,netbanking,NONE,android,insufficient_funds,0.5359470707771485,3,674,RETRY_NOW,0
21298,wallet,NONE,ios,network_error,0.7995964043693407,2,120,RETRY_NOW,0
34612,wallet,NONE,web,insufficient_funds,0.8210939694392447,2,315,RETRY_NOW,0
42603,card,NONE,ios,bank_timeout,0.585666559109717,1,12,ALTERNATE_METHOD,1
42090,wallet,NONE,web,insufficient_funds,0.7468646666597678,1,233,ALTERNATE_METHOD,1
3778,wallet,NONE,ios,authentication_failed,0.688328962954933,4,699,RETRY_NOW,0
49987,wallet,NONE,android,insufficient_funds,0.32931226853661943,2,140,DELAYED_RETRY,0
33420,wallet,NONE,ios,network_error,0.5552309304322997,3,632,NO_ACTION,0
42517,upi,ICICI,ios,insufficient_funds,0.809915124684957,2,522,ALTERNATE_METHOD,1
11374,upi,HDFC,web,authentication_failed,0.8886409626657703,3,370,ALTERNATE_METHOD,1
30106,netbanking,NONE,android,bank_timeout,0.526737218890987,3,846,NO_ACTION,0
36659,card,NONE,android,network_error,0.5143521022539204,2,216,RETRY_NOW,1
18659,card,NONE,ios,bank_timeout,0.49135576103350725,1,342,NO_ACTION,0
7412,wallet,NONE,android,bank_timeout,0.4349974413004488,4,186,DELAYED_RETRY,0
8021,wallet,NONE,web,network_error,0.683142627508248,3,346,DELAYED_RETRY,1
15883,wallet,NONE,web,authentication_failed,0.959322442678441,0,719,NO_ACTION,0
21036,netbanking,NONE,ios,authentication_failed,0.431059720463861,3,140,DELAYED_RETRY,0
46423,upi,ICICI,ios,authentication_failed,0.9031640890336188,0,88,RETRY_NOW,0
7520,netbanking,NONE,web,authentication_failed,0.20814000207141403,2,110,ALTERNATE_METHOD,0
36160,upi,AXIS,ios,bank_timeout,0.5677814591593615,4,846,RETRY_NOW,0
3446,netbanking,NONE,android,bank_timeout,0.6304775483782696,1,934,DELAYED_RETRY,0
4264,netbanking,NONE,web,bank_timeout,0.5680096776645664,4,452,RETRY_NOW,0
8132,wallet,NONE,ios,authentication_failed,0.8783604597819326,3,129,DELAYED_RETRY,1
5261,upi,ICICI,android,insufficient_funds,0.520588204090947,3,268,DELAYED_RETRY,1
2511,netbanking,NONE,android,insufficient_funds,0.4529424407009668,0,306,DELAYED_RETRY,1
41239,card,NONE,web,insufficient_funds,0.5025783244048375,3,653,ALTERNATE_METHOD,0
26278,netbanking,NONE,web,bank_timeout,0.8337889337954152,4,888,ALTERNATE_METHOD,1
3632,wallet,NONE,web,authentication_failed,0.3561154158775092,0,675,ALTERNATE_METHOD,1
20266,upi,SBI,android,insufficient_funds,0.7950101394023121,2,359,NO_ACTION,0
21665,upi,AXIS,ios,authentication_failed,0.7046480370132233,4,451,ALTERNATE_METHOD,0
19257,card,NONE,android,authentication_failed,0.341562375439883,4,455,DELAYED_RETRY,0
48835,card,NONE,ios,bank_timeout,0.6180358650490456,1,846,RETRY_NOW,0
48315,wallet,NONE,web,authentication_failed,0.7152314180211281,0,223,ALTERNATE_METHOD,1
20436,upi,AXIS,android,authentication_failed,0.6342601733933746,0,961,RETRY_NOW,1
30361,netbanking,NONE,android,authentication_failed,0.8740980939806562,0,9,DELAYED_RETRY,1
18331,netbanking,NONE,web,network_error,0.38835746044133157,0,224,ALTERNATE_METHOD,1
48986,upi,AXIS,ios,network_error,0.5234534508917498,1,656,RETRY_NOW,1
30143,netbanking,NONE,web,bank_timeout,0.6697533603736937,3,72,NO_ACTION,0
45301,card,NONE,android,bank_timeout,0.8359789081407702,0,499,DELAYED_RETRY,1
46393,netbanking,NONE,android,authentication_failed,0.8257560680544591,0,112,DELAYED_RETRY,0
8263,card,NONE,ios,authentication_failed,0.49421973772341093,2,741,DELAYED_RETRY,0
37662,netbanking,NONE,ios,network_error,0.6306217916358641,4,961,NO_ACTION,0
35475,upi,SBI,web,network_error,0.364015379897672,3,776,RETRY_NOW,0
33581,wallet,NONE,android,authentication_failed,0.36770391036107697,1,220,RETRY_NOW,0
26942,upi,ICICI,ios,insufficient_funds,0.9347164211672403,4,329,NO_ACTION,0
10187,netbanking,NONE,web,bank_timeout,0.46354054933011773,0,827,NO_ACTION,1
7032,card,NONE,ios,bank_timeout,0.7225468816643519,3,687,NO_ACTION,0
39701,card,NONE,android,insufficient_funds,0.9258120644755816,0,415,RETRY_NOW,0
5607,netbanking,NONE,android,insufficient_funds,0.23266683628245072,4,306,NO_ACTION,0
47643,netbanking,NONE,android,insufficient_funds,0.9057598228939758,1,812,RETRY_NOW,0
46903,wallet,NONE,android,network_error,0.3402487284117117,4,637,NO_ACTION,0
19273,upi,ICICI,android,authentication_failed,0.37838877179242997,1,311,DELAYED_RETRY,1
46070,netbanking,NONE,android,network_error,0.4919712800028638,2,672,ALTERNATE_METHOD,1
20659,card,NONE,ios,authentication_failed,0.6011102144039073,3,503,RETRY_NOW,0
15020,wallet,NONE,web,authentication_failed,0.5206905435891045,3,640,ALTERNATE_METHOD,1
10951,netbanking,NONE,android,bank_timeout,0.3953120949559993,3,620,RETRY_NOW,1
976,wallet,NONE,ios,authentication_failed,0.317987179789814,0,607,ALTERNATE_METHOD,0
14813,card,NONE,android,network_error,0.7222627185776016,3,67,RETRY_NOW,1
26952,netbanking,NONE,android,insufficient_funds,0.22709812817728503,0,848,DELAYED_RETRY,0
14241,netbanking,NONE,ios,bank_timeout,0.9537605291812374,3,925,DELAYED_RETRY,0
15109,wallet,NONE,web,bank_timeout,0.2306457775931608,4,217,ALTERNATE_METHOD,0
40764,card,NONE,ios,insufficient_funds,0.48758676146177016,0,995,RETRY_NOW,0
7104,netbanking,NONE,web,bank_timeout,0.8164376358142886,1,594,DELAYED_RETRY,0
25380,card,NONE,android,insufficient_funds,0.835914999765198,0,219,DELAYED_RETRY,0
22116,upi,HDFC,android,bank_timeout,0.2819762130604672,3,149,RETRY_NOW,0
20196,card,NONE,ios,network_error,0.9276501281020575,3,831,NO_ACTION,0
28903,upi,SBI,ios,network_error,0.49728407944068503,3,296,NO_ACTION,0
27944,upi,HDFC,android,bank_timeout,0.4519777604405816,0,879,RETRY_NOW,1
37793,card,NONE,ios,network_error,0.3912141173652073,1,270,ALTERNATE_METHOD,1
29887,wallet,NONE,android,insufficient_funds,0.29871549100258943,1,913,DELAYED_RETRY,0
39975,netbanking,NONE,ios,network_error,0.5849154878367804,3,244,RETRY_NOW,1
22947,netbanking,NONE,android,bank_timeout,0.2598062773774243,4,101,NO_ACTION,0
38092,card,NONE,ios,insufficient_funds,0.3571312694517609,2,529,DELAYED_RETRY,0
163,upi,HDFC,ios,insufficient_funds,0.7705350104002264,0,277,RETRY_NOW,0
3235,upi,ICICI,ios,bank_timeout,0.8683156624902826,0,464,RETRY_NOW,1
48359,upi,ICICI,web,insufficient_funds,0.4148064335743348,3,898,DELAYED_RETRY,0
27065,upi,ICICI,android,network_error,0.2007719694748512,2,748,DELAYED_RETRY,1
48810,netbanking,NONE,web,bank_timeout,0.21870206031635533,2,105,RETRY_NOW,0
5106,netbanking,NONE,ios,bank_timeout,0.6407697771349794,3,811,ALTERNATE_METHOD,0
48762,wallet,NONE,android,network_error,0.9802534537239553,3,852,RETRY_NOW,0
30521,wallet,NONE,android,bank_timeout,0.4526651961224457,0,581,RETRY_NOW,1
43064,wallet,NONE,ios,network_error,0.7047421171987689,0,813,NO_ACTION,1
48937,netbanking,NONE,ios,bank_timeout,0.9513888079252093,0,889,DELAYED_RETRY,1
29675,upi,ICICI,web,bank_timeout,0.25571319264905495,1,626,RETRY_NOW,1
34158,netbanking,NONE,android,authentication_failed,0.8045287238508798,3,835,RETRY_NOW,0
42997,wallet,NONE,android,authentication_failed,0.9181125546610571,1,986,ALTERNATE_METHOD,0
18984,netbanking,NONE,android,insufficient_funds,0.39256924709820346,4,271,ALTERNATE_METHOD,0
8125,upi,ICICI,android,insufficient_funds,0.3205235909285071,3,852,NO_ACTION,0
7971,netbanking,NONE,web,network_error,0.3874654335728064,1,519,RETRY_NOW,1
9598,upi,SBI,ios,authentication_failed,0.3697427640871263,2,581,NO_ACTION,0
21030,card,NONE,web,bank_timeout,0.8748044310342269,1,644,RETRY_NOW,1
278,card,NONE,ios,authentication_failed,0.3266835843016507,0,546,DELAYED_RETRY,1
35851,wallet,NONE,web,authentication_failed,0.5981650011008677,0,759,ALTERNATE_METHOD,1
32055,upi,AXIS,android,authentication_failed,0.6281041602557544,1,418,ALTERNATE_METHOD,0
38756,card,NONE,web,authentication_failed,0.7943833075911655,0,407,DELAYED_RETRY,1
33095,card,NONE,android,network_error,0.8913506900438686,0,489,RETRY_NOW,1
22307,wallet,NONE,android,network_error,0.9456145210597826,3,514,ALTERNATE_METHOD,1
13793,wallet,NONE,android,insufficient_funds,0.8719231636452525,2,633,RETRY_NOW,1
5907,netbanking,NONE,web,bank_timeout,0.4407804123283273,2,840,DELAYED_RETRY,1
22668,netbanking,NONE,ios,bank_timeout,0.8469669158565953,0,308,ALTERNATE_METHOD,1
2942,card,NONE,android,authentication_failed,0.2952212623544571,4,162,DELAYED_RETRY,0
3734,netbanking,NONE,android,authentication_failed,0.8076210687907439,2,800,RETRY_NOW,0
24891,wallet,NONE,android,insufficient_funds,0.9467534638079251,2,41,RETRY_NOW,0
23367,netbanking,NONE,ios,network_error,0.5625344738411198,3,586,NO_ACTION,1
30467,upi,HDFC,android,network_error,0.3327240354405515,0,505,DELAYED_RETRY,1
35002,netbanking,NONE,web,insufficient_funds,0.7803325046291611,1,786,ALTERNATE_METHOD,1
13735,netbanking,NONE,ios,bank_timeout,0.8386753284358643,0,488,DELAYED_RETRY,0
35805,netbanking,NONE,android,authentication_failed,0.37975559342428467,0,924,RETRY_NOW,0
35847,card,NONE,web,bank_timeout,0.6757755967257,0,592,RETRY_NOW,0
47644,card,NONE,android,bank_timeout,0.8330902992441274,3,430,NO_ACTION,0
31136,card,NONE,web,bank_timeout,0.6039641004738405,2,12,ALTERNATE_METHOD,0
19791,netbanking,NONE,ios,network_error,0.6387891568767321,2,461,DELAYED_RETRY,1
48128,upi,SBI,ios,network_error,0.3660241083302418,2,237,RETRY_NOW,0
16648,card,NONE,android,authentication_failed,0.43652685747447856,1,745,DELAYED_RETRY,0
12818,upi,SBI,web,authentication_failed,0.4482907007072635,2,969,RETRY_NOW,0
40753,wallet,NONE,ios,authentication_failed,0.5314784867453013,2,343,DELAYED_RETRY,1
25651,wallet,NONE,android,insufficient_funds,0.23702120841219926,4,11,RETRY_NOW,0
9405,card,NONE,android,insufficient_funds,0.2355796787286428,1,251,ALTERNATE_METHOD,0
8587,card,NONE,ios,insufficient_funds,0.3642943069909856,0,94,RETRY_NOW,0
41112,wallet,NONE,android,insufficient_funds,0.7583677688703385,4,671,RETRY_NOW,0
22816,netbanking,NONE,ios,bank_timeout,0.9278005749050995,4,161,DELAYED_RETRY,1
16501,card,NONE,web,authentication_failed,0.3754261981906621,2,933,DELAYED_RETRY,0
16799,upi,HDFC,ios,insufficient_funds,0.24939976333422217,3,634,ALTERNATE_METHOD,0
15631,card,NONE,android,bank_timeout,0.3694932317858419,3,471,RETRY_NOW,0
27296,card,NONE,ios,authentication_failed,0.8999599931922242,2,280,DELAYED_RETRY,1
38977,card,NONE,android,network_error,0.6383570432564876,1,697,RETRY_NOW,1
16652,netbanking,NONE,web,network_error,0.2626378135895238,1,691,ALTERNATE_METHOD,1
49010,wallet,NONE,ios,network_error,0.9386314145890291,3,214,NO_ACTION,0
9185,netbanking,NONE,android,network_error,0.21045889568435783,0,22,RETRY_NOW,0
34129,upi,HDFC,web,authentication_failed,0.8662928099228024,3,768,ALTERNATE_METHOD,1
5121,netbanking,NONE,web,network_error,0.9840168758069958,1,929,NO_ACTION,0
38712,upi,ICICI,ios,insufficient_funds,0.9139643665179469,4,270,DELAYED_RETRY,1
6740,upi,SBI,ios,bank_timeout,0.2146799011632748,0,553,RETRY_NOW,1
37728,card,NONE,android,authentication_failed,0.3783573639468169,4,369,RETRY_NOW,0
13472,card,NONE,web,bank_timeout,0.3688184610710723,0,535,DELAYED_RETRY,0
21550,card,NONE,ios,network_error,0.6770988245339273,2,231,ALTERNATE_METHOD,1
22419,wallet,NONE,ios,insufficient_funds,0.33337048929354196,4,453,DELAYED_RETRY,0
38574,card,NONE,android,network_error,0.8958592071096252,0,606,NO_ACTION,0
19289,upi,ICICI,android,network_error,0.306962145687736,0,707,ALTERNATE_METHOD,0
266,upi,ICICI,android,network_error,0.5980960522597176,4,373,RETRY_NOW,1
3512,netbanking,NONE,ios,insufficient_funds,0.7969562794396641,3,61,ALTERNATE_METHOD,0
43099,wallet,NONE,android,network_error,0.494020667712437,4,731,NO_ACTION,1
40635,upi,AXIS,android,bank_timeout,0.311138409896779,0,363,NO_ACTION,0
41720,wallet,NONE,android,authentication_failed,0.2880762442095091,3,914,ALTERNATE_METHOD,0
43151,card,NONE,android,bank_timeout,0.7545678223854468,2,30,RETRY_NOW,1
28380,netbanking,NONE,android,bank_timeout,0.7571988582759825,1,382,DELAYED_RETRY,1
46055,upi,SBI,web,authentication_failed,0.4922556505318747,2,938,DELAYED_RETRY,1
3852,upi,SBI,android,authentication_failed,0.35892850813705446,2,343,RETRY_NOW,0
18872,wallet,NONE,android,network_error,0.3588229523083313,1,523,ALTERNATE_METHOD,1
48445,netbanking,NONE,ios,authentication_failed,0.6936423945419109,1,293,NO_ACTION,0
10142,wallet,NONE,android,bank_timeout,0.4849369379534997,4,503,ALTERNATE_METHOD,0
20174,wallet,NONE,ios,authentication_failed,0.6703918865922086,0,408,NO_ACTION,0
45452,netbanking,NONE,ios,insufficient_funds,0.6350524054741329,0,503,ALTERNATE_METHOD,1
21945,card,NONE,web,network_error,0.4246203258081946,3,997,DELAYED_RETRY,0
33490,upi,AXIS,ios,insufficient_funds,0.9570569421316335,2,118,ALTERNATE_METHOD,0
35562,upi,ICICI,android,authentication_failed,0.44013503893733924,1,863,RETRY_NOW,0
33780,netbanking,NONE,web,authentication_failed,0.5473608223819515,4,572,ALTERNATE_METHOD,0
40636,wallet,NONE,ios,bank_timeout,0.9601516935979191,3,747,RETRY_NOW,0
360,netbanking,NONE,ios,insufficient_funds,0.8522896027769438,3,73,RETRY_NOW,0
277,wallet,NONE,ios,authentication_failed,0.8802864841916294,0,486,ALTERNATE_METHOD,0
20845,netbanking,NONE,web,network_error,0.26030740371500416,1,900,NO_ACTION,0
4261,wallet,NONE,android,authentication_failed,0.6189093393098517,4,615,RETRY_NOW,0
10260,upi,ICICI,web,authentication_failed,0.9172724965003816,1,956,RETRY_NOW,1
7950,upi,SBI,ios,bank_timeout,0.656822713000362,4,993,RETRY_NOW,0
13517,card,NONE,ios,insufficient_funds,0.7850593413395506,4,280,ALTERNATE_METHOD,0
17452,card,NONE,android,authentication_failed,0.6984745018511247,1,911,RETRY_NOW,1
39304,upi,SBI,android,network_error,0.32294465915107007,3,869,ALTERNATE_METHOD,1
22839,wallet,NONE,android,insufficient_funds,0.8067573600060605,1,403,NO_ACTION,0
34791,netbanking,NONE,ios,insufficient_funds,0.328449902246541,2,74,NO_ACTION,0
32159,card,NONE,ios,insufficient_funds,0.4880720766508406,2,700,ALTERNATE_METHOD,0
1107,wallet,NONE,android,authentication_failed,0.3866878812396053,4,653,RETRY_NOW,0
29835,card,NONE,ios,insufficient_funds,0.583672559338432,0,457,DELAYED_RETRY,1
23356,wallet,NONE,android,authentication_failed,0.7847844201145826,0,937,ALTERNATE_METHOD,1
25183,upi,ICICI,web,network_error,0.8136916489439994,2,626,DELAYED_RETRY,0
34741,wallet,NONE,web,insufficient_funds,0.9296274936266422,4,260,ALTERNATE_METHOD,0
41696,wallet,NONE,android,insufficient_funds,0.8919996900848426,3,402,DELAYED_RETRY,0
11880,wallet,NONE,ios,bank_timeout,0.36541268754696055,2,165,DELAYED_RETRY,0
27174,netbanking,NONE,android,bank_timeout,0.744188957026489,0,551,NO_ACTION,1
43755,wallet,NONE,android,insufficient_funds,0.23636738047230763,2,717,DELAYED_RETRY,0
40740,netbanking,NONE,web,bank_timeout,0.6560748556706599,3,9,DELAYED_RETRY,1
8024,card,NONE,ios,bank_timeout,0.885292102651297,0,20,RETRY_NOW,1
20198,netbanking,NONE,android,insufficient_funds,0.9934854361981669,0,627,DELAYED_RETRY,0
13436,upi,SBI,web,bank_timeout,0.2506032246994339,4,55,NO_ACTION,0
40220,upi,HDFC,web,insufficient_funds,0.9825255005094577,0,148,RETRY_NOW,0
48889,upi,SBI,android,authentication_failed,0.37317669063169623,4,269,DELAYED_RETRY,0
21045,wallet,NONE,android,network_error,0.6315275690239892,4,794,NO_ACTION,0
17710,wallet,NONE,android,insufficient_funds,0.6725489171058017,3,791,ALTERNATE_METHOD,0
3812,netbanking,NONE,web,network_error,0.8688024310469036,2,639,DELAYED_RETRY,1
9253,card,NONE,android,bank_timeout,0.40400140642153587,4,319,NO_ACTION,0
15548,netbanking,NONE,android,network_error,0.911063553774359,2,151,NO_ACTION,0
41999,wallet,NONE,web,authentication_failed,0.6849992694352119,4,724,DELAYED_RETRY,0
44197,wallet,NONE,ios,bank_timeout,0.7290486800395148,4,988,RETRY_NOW,1
21378,netbanking,NONE,web,authentication_failed,0.7288670138150837,0,692,RETRY_NOW,1
6886,card,NONE,ios,network_error,0.9997250471650709,2,7,NO_ACTION,0
23479,netbanking,NONE,web,bank_timeout,0.3777513409666406,4,93,ALTERNATE_METHOD,0
7006,wallet,NONE,android,bank_timeout,0.28320054066436856,3,167,RETRY_NOW,0
40039,card,NONE,android,insufficient_funds,0.431662324744015,0,512,NO_ACTION,0
21655,wallet,NONE,ios,network_error,0.2896954001301591,2,280,ALTERNATE_METHOD,0
14336,netbanking,NONE,ios,insufficient_funds,0.99241209236017,4,692,DELAYED_RETRY,0
31702,card,NONE,android,insufficient_funds,0.574748222965675,4,259,DELAYED_RETRY,1
37588,card,NONE,web,authentication_failed,0.31904168570276514,2,268,RETRY_NOW,0
5006,netbanking,NONE,android,insufficient_funds,0.44970497879244403,0,811,DELAYED_RETRY,1
10936,netbanking,NONE,android,insufficient_funds,0.6127909599766859,0,920,ALTERNATE_METHOD,0
41263,card,NONE,web,authentication_failed,0.26988785173131025,0,868,RETRY_NOW,0
38218,netbanking,NONE,ios,authentication_failed,0.7222984743761278,1,396,RETRY_NOW,1
8532,upi,ICICI,android,authentication_failed,0.8542771544483443,2,855,ALTERNATE_METHOD,1
6804,upi,AXIS,web,bank_timeout,0.8756851860939008,4,429,DELAYED_RETRY,1
1044,upi,ICICI,web,network_error,0.27210283221454035,2,679,RETRY_NOW,0
32754,wallet,NONE,web,bank_timeout,0.7502817480337229,4,201,RETRY_NOW,0
18344,netbanking,NONE,ios,bank_timeout,0.37444742781859736,0,943,ALTERNATE_METHOD,1
19191,card,NONE,ios,network_error,0.6962710912495995,0,160,ALTERNATE_METHOD,0
27561,upi,AXIS,ios,network_error,0.4230423699088241,1,82,ALTERNATE_METHOD,1
22024,upi,SBI,ios,network_error,0.5428740856761372,1,231,ALTERNATE_METHOD,1
27449,wallet,NONE,ios,insufficient_funds,0.7032242650809979,1,633,RETRY_NOW,0
27088,card,NONE,web,insufficient_funds,0.350000117077588,1,318,ALTERNATE_METHOD,0
29094,wallet,NONE,web,authentication_failed,0.9416635240349089,3,705,RETRY_NOW,0
46490,upi,HDFC,web,bank_timeout,0.9573248247086756,1,928,ALTERNATE_METHOD,1
12646,wallet,NONE,ios,insufficient_funds,0.7491473055220323,1,629,ALTERNATE_METHOD,1
12193,netbanking,NONE,android,network_error,0.5816399501735058,3,66,NO_ACTION,0
17942,wallet,NONE,android,authentication_failed,0.6028387783810063,0,131,ALTERNATE_METHOD,1
